1Z5B,2
3OKX,2
2H4F,1
5I39,1
1U8V,4
1RFV,2
5TT5,1
5WX3,2
1P2H,5
3OZX,2
1IAH,2
4GUT,1
3H8L,2
4YMI,2
5T3O,3
3HFW,1
4GI5,2
3I0O,1
5D2E,1
1H2H,1
3J82,3
4EUF,1
2XAG,1
3E2R,1
1I36,2
3RP7,1
4NM9,2
4BUB,1
1NY5,2
4GTD,4
2HYD,2
1ITH,2
1NHG,2
2XJA,1
4U6S,1
4FAK,1
5TTF,2
3EYW,2
2IL4,1
2CH6,2
2YZQ,1
3C4N,2
5MAQ,4
2WET,2
6B2M,6
5LTI,1
3NBX,1
1NUU,2
4HAN,2
5DM3,1
5EFQ,1
3B6J,2
5E7P,2
5HFJ,2
5GLG,1
2UUV,2
5NBD,2
5YWD,2
3C9U,2
5EYG,2
2FB2,2
4XF6,1
3D1C,1
3LNB,1
4IWX,1
1TIQ,2
2D2I,2
1GC5,1
3T58,1
3QFR,2
1S5K,2
3I73,1
1N60,2
2Q2R,2
3TDK,6
3LB3,2
4BFL,4
1KHR,3
6BC3,1
5L78,2
3G6K,1
2DPM,1
2XVY,1
5ZGS,1
3D9G,4
5JZX,2
4HTF,2
3PNB,2
1LJ8,1
2AD5,2
1MWM,1
2PBJ,2
5OBV,1
1XX6,2
3NT1,2
4WOE,2
3LLI,1
4UII,2
2IG3,1
3KO5,2
6FQY,2
1SUW,4
4LRZ,2
3JBK,2
4DZY,1
3VLI,2
2O6P,1
5WY0,1
5YF0,2
2GKS,4
4OI2,1
3B78,1
4OM8,1
3FPJ,2
5UHW,2
1KQN,6
2IYZ,1
2AF4,2
4RKN,10
3U9E,4
3Q9O,1
2YXC,4
4KQB,1
5OAF,6
6C7Y,1
2HMA,1
1RKX,4
2VAT,2
4GX2,2
5Z2F,1
3FWY,2
6B5D,1
2X0R,2
5HW4,2
3KJI,1
1QR0,1
1CXY,1
1DQA,8
1MO3,1
3VET,2
5XMJ,6
5EO2,2
3U8P,1
3D36,2
1FDU,2
5GT9,2
5DMZ,1
1UT0,1
1KQA,3
3FY4,1
3A5L,1
1YVK,4
3BWC,2
4PL4,2
1IDR,2
3LM9,1
3VMM,1
2PR1,2
3R9G,1
1BS1,1
4EU6,2
3G5R,1
3CEA,4
4IVM,1
2H7C,6
4FIA,1
1FFT,1
1MOK,2
1TOX,1
2Z4S,1
5JZV,1
4M6T,1
4E0I,2
1SIQ,1
3RTL,1
1CJC,1
5IV0,1
1D4O,1
2G72,1
1F0X,1
5JPH,6
3RVD,4
3FBU,1
5IJZ,4
2OBM,1
2NOX,4
2QSY,1
1L8Q,1
1GZF,1
4YLR,1
1A27,1
5KF6,2
4ZV3,3
3P3I,1
1GOS,2
4XCK,3
3KB1,2
1BGN,1
3SMS,1
2WM3,1
5K18,1
2WLE,2
6FM2,1
4FZV,1
4R82,6
1DLY,1
4B66,2
5XV0,2
2GLU,1
3EGI,4
6BXL,2
3QUI,3
3EZ6,2
1JL6,1
3GD3,1
4ZRB,2
5L8J,1
4IIU,4
2H63,2
5IFW,2
1W1J,2
1Z6T,1
5C3C,2
3H0L,1
3P2K,1
3ENK,2
4KUB,1
2QMM,2
6CR0,1
5UAO,1
2NV4,2
5BW4,1
4U9W,1
5OC2,1
1U1I,4
3NN4,5
1SC6,4
4NWZ,2
4IDG,2
3N65,2
4NL0,1
1P91,2
3DMH,1
3SXP,5
4J8F,1
2O28,2
5D4N,1
2IUU,6
3KU1,1
4QOR,8
3WFJ,2
1Q4S,2
6ES9,4
3QZY,2
3R03,1
4M7T,1
4FRY,2
1KSF,2
5TVA,1
3VPC,4
5LTJ,1
3QCP,1
1LTQ,1
5A8A,1
3AH5,4
4XQ9,2
1EYS,4
1NW5,1
5EC0,1
6C90,1
1F48,2
3FYH,1
3GWN,2
6BVC,1
5UBB,1
4XHP,2
1UM8,1
2RGH,1
2CVX,1
5BU2,2
2Z0Y,1
1DJL,2
4L1Y,1
3G15,2
2VVM,2
5YK4,2
5WGG,1
6BWC,6
1VB6,2
4YTP,2
1HJO,1
6F3Q,4
6BME,1
3BTS,2
4J31,1
3AYG,2
3BDJ,2
5NNO,2
5ICW,2
1RYI,2
5WC2,1
3UHA,2
5KHA,2
5X6Y,3
4DTW,1
4O6Y,4
4HLU,2
2AKO,2
6FCX,2
4UUU,2
3QFS,2
1SEZ,2
3PDT,1
5E4R,1
1SVL,3
4Z9R,2
4TS7,2
1EBF,1
1EIZ,1
3KA7,1
2WDS,1
3IIL,1
2Q7A,2
3TKA,1
3GRY,1
3OC4,2
5LXM,1
6CIB,1
3BWM,1
4FDA,1
4YRY,3
4L78,1
2G5G,1
3RES,4
3V3N,1
2CNQ,2
3H8T,2
5E72,1
4ZGP,1
5U5N,2
5YB6,2
3VEG,3
4WW9,1
4ZQG,2
3C7C,1
3MB5,1
1W46,3
3SXJ,1
2NPN,1
3FWR,2
3NYC,1
2WHX,1
4FNH,2
4ZVA,2
5IPY,4
1IYN,1
1RSG,2
5FBS,1
3Q87,1
2YP1,2
1GLF,4
1D2V,2
1JR8,2
1QAO,1
3ICS,5
3E18,2
2QEN,1
3D2M,1
1SG6,1
4S1H,2
5MOG,5
1U0J,1
1GKI,6
3HZ6,1
5H5F,1
4D86,2
3EEY,2
4BC9,2
1LW7,2
3FSB,1
4RLR,1
4CNZ,3
1IN5,1
2WDV,2
3SWJ,2
6GCN,2
3IHL,2
2GF6,2
1USF,4
3QPV,1
1RQP,3
2V7L,1
5HG0,2
5O7D,1
5FG8,1
6ARB,3
3J15,2
1SK7,1
3D2D,1
5FSX,1
1XD9,2
1T6X,2
2HRU,1
5LJV,6
4JJZ,2
4ZNL,1
2HQ9,2
3FZG,1
4Y9L,2
3R5C,3
1PN0,2
3DTT,2
3KH5,3
1JG4,1
2IXB,1
3C63,4
1G6O,2
5HTX,1
2NWB,1
2B9I,1
3A16,2
5U25,1
3GYJ,1
1Z9N,1
3GQR,4
3SN5,1
4FEG,2
5TQR,1
4QTU,1
5O0T,2
1Z0U,2
2A5H,4
1ZBQ,2
4F84,1
3C50,2
5IFS,2
3LLM,2
3OA0,4
3KAL,2
5CZY,1
3S6G,1
2HJ3,2
4X9N,1
4BBJ,1
1QR6,4
1X7P,2
5HT0,2
4PKH,1
5JGL,1
1WG8,1
2BM9,6
5ECX,2
1XW4,1
4OBW,2
5X1Y,2
4UIQ,2
5HH1,1
1PFK,4
3B9J,1
1NYT,4
5FRD,1
1NY3,1
3MQH,3
5B7I,1
1N71,2
1M54,2
1RJD,1
3DME,2
1EQM,1
1CFM,3
3CWQ,2
5FUK,2
5XTN,2
5L22,2
3VYW,1
1F8G,2
4QI4,1
4D7E,2
5UME,2
2ONF,1
2PGN,2
3PNL,1
5JWA,2
4YIX,1
2F8L,1
5JFL,4
4CDG,1
1P3U,1
5IW4,2
4M20,2
1N45,1
5EIN,2
5OFR,2
2BKJ,1
6A5K,1
4YMG,2
6DZS,2
5EZ7,1
4O8A,1
1W7K,1
1E7P,6
4XIV,1
2IW5,1
5T7E,2
3R24,1
3KVE,4
4Z25,2
3NWZ,1
3PFF,1
4NHD,2
2V1X,1
4YER,2
3N7U,2
2O7S,1
6C4N,2
3VOT,1
3MVC,1
3CR7,2
2EIS,2
4CW7,1
4UUR,1
5MUV,6
4XHG,1
5KL9,2
4U9Y,1
2B9E,1
3EWK,1
3DJL,1
2I29,1
2NXE,1
5HBR,2
5C3J,2
1IOV,1
4C44,1
3HMQ,1
4K8F,2
4O27,1
4LRS,1
3PVY,1
4UQO,1
1H94,1
5FHF,1
4N49,1
1TY8,1
3PVC,1
3M6V,1
2RK2,1
3GWL,2
3RFX,3
1R30,2
3VOL,1
1JM6,2
2RIR,4
2VE4,1
1RI4,1
2HKX,1
5VJS,1
2WWG,1
1LSW,1
3TZL,2
4UZV,1
5HMN,2
5IQX,1
5O8I,1
3CQV,1
1EJ2,1
6FUU,1
3NX4,2
2I5B,2
5KP2,1
5GRF,1
4NTC,2
3NAG,1
3KFT,1
2RKV,1
4KRH,1
4B8N,1
2NUN,1
4FZB,4
5VJ1,1
3M6I,1
2ZW9,1
3A0T,1
1XA4,1
1YRE,2
5JCK,2
4RZ3,2
2PV7,2
4B0T,2
2CDQ,2
1Y4S,2
3G2O,2
4DSG,1
3ZBN,2
5NFJ,1
1ZAR,1
3FE2,1
3SYI,1
1UJ2,2
4NJJ,2
5N1U,1
2OYY,2
5D4U,2
3W4Y,2
3RPE,2
1OLT,2
2ADM,1
4NXU,1
2CDA,2
6ERC,1
5UL4,1
6BXN,2
3PM9,2
1LUA,3
3AYI,2
5U0M,2
2RCH,1
1LH3,1
3CR3,2
2IO9,2
3EC2,1
2V3K,1
3RNO,1
3LTB,1
1NBI,4
2VF8,4
4IX6,2
1FNN,1
5VHD,1
3RFA,1
6F95,5
4RVO,2
3RQ5,1
5WGV,1
6BE0,1
2IGT,3
1I0S,1
3L86,1
6CII,1
5NKV,2
3HCO,2
6BD9,2
1VLJ,2
1VE3,1
4YBN,4
3ABI,2
2NAD,2
3CAR,4
1R0Y,1
4PGH,2
2BUN,1
3KPB,1
1CMC,2
5V1T,1
2H7Q,1
6B58,1
4JXC,1
2D0U,1
3A27,1
4XGX,2
1XXI,2
3CP8,2
6F73,1
5E4F,1
3VBP,3
5EUL,1
2D0O,2
4EXA,2
3QZX,1
6HEG,1
2GJ3,2
2VFS,1
4EHY,1
5N69,2
1VA6,1
3U9Z,1
6BDD,1
4UCK,1
4BGA,2
2YJZ,1
3AR3,1
5MJH,2
1JTB,1
3PFG,1
5GZM,2
5F5N,2
5DCY,1
3IN1,2
4YDU,2
3KJR,2
5VLD,2
1VPT,1
3W4I,2
5W7P,1
3E2N,1
3Q9N,1
1WLV,2
4YMP,1
4EHT,2
2QTZ,2
3DZV,1
3NHB,1
2GK6,1
4FWF,1
2C54,2
4GCZ,1
4Q47,1
4DMG,2
2CZS,2
5DMH,1
4C3S,1
2VDV,1
2R46,1
1JAY,2
4R1F,2
5UX5,2
2W58,1
4UIR,1
1IQP,4
4AVE,1
4QI6,2
4DQK,1
5N0S,2
2WE5,2
4ANJ,1
1ASH,1
3SFZ,1
3MEK,1
3LMH,1
3BXZ,2
3UNG,1
5KVA,2
3BG7,4
4IYN,2
4HSE,1
1S4E,1
3KLJ,1
3ZH0,2
2UYQ,1
3B70,1
2FON,2
4FCW,1
1CNE,1
2FJE,2
4FR0,1
1L0O,2
2D0W,1
1NV8,1
1X7D,2
3UDS,1
4WDT,1
4KIC,2
4HB9,1
3GR4,1
3DH0,1
4Q38,1
1DIR,4
3SC6,1
5CM7,2
2GAH,2
2REQ,1
3FD6,2
2WAT,3
4AM7,1
4V1T,2
1VPM,2
2WTG,1
2A8X,2
3A1D,2
3G89,1
2DVM,2
2VWH,1
5BQ5,1
3IV6,1
3B1N,2
4USQ,2
1Y3I,2
1LSS,2
3PZC,1
5EZ3,2
4RFQ,1
5FWN,1
5VIA,1
1JBQ,2
5XXS,1
4IY0,1
4BJZ,1
2FSN,1
6MGG,1
5L6E,1
2YG4,2
5DQW,2
2W54,1
3ZUH,6
4CDP,1
2BRA,1
6EMU,1
4H1G,1
2ZAO,1
1X87,2
5TQM,1
3GDN,1
1YBM,1
5CUO,2
6ESD,2
3KVO,2
2B25,1
5LOA,2
1E7R,1
4IEI,1
6DUX,2
1N06,1
5KPC,2
5OOH,1
4X8Y,1
3ALM,1
4F9A,1
2VTK,1
5DQR,3
2JA3,2
3M2T,2
3DXY,1
6AWF,1
1KYQ,2
4I3Z,1
4B17,1
3CV2,1
1H84,2
4JOU,1
5TTK,1
3BF1,2
3AV6,1
2A2C,1
2ZON,1
5OHF,2
2ZTS,3
5CHO,2
3W0P,1
3QDQ,1
5FYG,1
3T7A,1
4PL1,1
3AKC,1
5ZAI,4
2GSZ,1
1EYY,2
4AG7,2
5EAW,1
3DLC,1
5OC0,2
4NK1,2
3NIX,1
3LCV,1
5TUM,1
5YA2,1
1MXB,1
2IF8,1
2VRB,1
1XJK,2
4EFH,1
2ZFI,1
3GYQ,2
4UAJ,1
4PSW,1
2EJT,1
1MBT,1
4B4Y,1
2D38,1
1W2D,1
3DGE,2
5SZZ,2
4O5Q,1
2VOU,1
4UA3,1
6FSA,1
3VO2,1
1EP3,1
3E2C,2
3E8X,1
1I1D,1
4H4Q,1
1BW9,2
1CIV,1
3M0O,1
1HTW,1
2O4C,2
2QPP,2
1D7D,2
5EXT,1
2YZL,1
1AO0,4
3S6F,1
4XT8,1
2QIR,1
4AX8,2
4NV7,1
3VIU,1
4EAB,1
2H1F,1
1YOA,1
2FK8,1
3DDD,1
5ZBA,1
4NM5,1
1WTF,1
4PL9,1
4GI2,1
2FOI,2
5TTH,2
3QVH,1
2VXK,1
3LVV,1
2CTS,1
1W5S,1
3FLV,1
3O8D,2
5Y6Q,1
1HBI,2
4RVD,1
3IA8,1
4R1Z,1
3EHH,2
2HTI,1
4N6B,3
2E2Q,2
2BGI,1
3T37,1
1NW3,1
1DJN,2
4Z9D,1
4KQW,2
4GP6,2
1K3D,1
2CYE,2
3VQR,2
3EMB,1
2AF6,4
2OWM,2
3LBE,2
2H21,1
6EDD,1
2XOC,1
5KLQ,1
1TH8,1
2FG9,1
3IQX,2
4HI4,2
4UOH,2
3NLC,1
5A3C,1
2OKC,1
4GW0,1
5LIV,1
2OZG,1
1V2X,1
2J18,1
6FP4,1
4EH1,2
4E47,1
1ZTH,1
3QXH,1
1SOX,2
2PUI,2
6F3F,1
1EFP,1
3PVZ,2
1DLI,1
1SQK,1
5T57,1
5EOW,1
2R3A,1
1XDI,2
1TU9,1
1ZH8,2
5HR5,1
3UAG,1
3QB8,1
2EU7,1
3ZDF,1
1H9G,1
4GC9,1
3B47,1
3FMO,1
2QRC,1
5M7P,2
1SQF,1
2YYY,2
4QJK,1
3NN0,1
3AUX,1
5ERG,1
1NB9,1
4DF3,1
2R87,3
4GYI,1
4N09,1
2OI6,1
3F3S,1
1O51,1
4LG1,3
4GQK,1
4NMN,2
5MFA,1
2TDT,1
5T9E,2
2ZJ5,1
4YC4,1
3E1T,1
1EVZ,1
3EC6,1
3UXJ,1
4IB1,1
2YWL,2
3OU6,2
3PZB,2
3LL9,2
3JBZ,1
4XZD,1
1GR0,1
4MOC,1
2RGJ,1
1S66,2
5LDQ,2
3TSU,1
4X7G,1
1H17,1
5XWW,2
4BGD,1
2HMY,1
3CB8,1
4HZO,1
3OZV,2
5GME,1
4KVL,1
4K0B,1
2YY8,1
2J4D,1
3TNQ,1
1QV6,2
5W2H,1
2VQ3,2
5MSU,1
4JK3,1
2QX4,2
4G7R,1
5HWR,1
5YK0,1
1XNJ,1
6B3B,1
5TEG,1
3A4M,2
1KJQ,2
2RAF,1
5K7U,1
5T6Q,1
4R4U,1
1GG5,2
4AT2,1
1G99,2
4YNP,1
2R2G,2
4RKZ,1
2GMH,1
3HYO,1
5W40,1
1H1O,2
3LC6,1
5O1M,1
2BFR,1
5IRN,1
1X1A,1
3B1F,1
5KVS,2
4JAQ,1
6BM5,1
3E23,1
4XZJ,1
4CIU,2
3UBM,2
4GRC,1
4KEC,1
5L3K,4
3C4A,1
1QRR,1
6FJH,2
3WV7,1
1VJT,1
6BDM,1
1OHB,1
2E1M,1
4DJA,1
5O9U,1
4Y0X,1
2X3N,1
5DTU,1
4U0U,2
1DGK,2
2ECK,1
2WN7,1
4E03,1
5LB3,1
2ZW7,1
5MVF,1
1Z2O,1
5JR7,1
2ZI4,1
4NE2,1
2B4D,2
1YLI,2
4U89,1
3TRI,2
5MBX,1
1PJS,2
3NE7,1
2QB5,1
3K9V,1
1Z45,1
2J0W,1
5LDG,1
5TDZ,1
1QHU,1
2AWN,2
1O9X,1
1TC6,2
2GQU,1
4N67,1
1YZR,1
4BUP,1
4W7L,1
5O96,2
1O2D,1
6GG2,1
2QV7,1
2G3H,1
5FA8,1
4WH2,1
3TFG,1
4IHJ,1
5ODT,1
3I9K,1
5LY3,1
5HE9,1
1HSK,1
5O0X,1
5K8C,1
3TPT,1
5GI8,1
4RZQ,1
2O0J,1
4NL5,2
3QJ4,1
4OMF,1
5GWX,1
6GNF,1
2FYK,2
3T4N,1
3DIN,1
5L4L,1
3TUZ,2
2YQZ,1
4PZR,1
4RS2,1
5ND2,1
2A5F,1
3S1C,1
3HL0,1
5X0G,1
5DPD,2
3V8V,2
3LSJ,2
4NHE,2
2ZIF,2
4REP,1
3ARL,1
1U5U,1
4IFX,1
4BC2,1
5BJV,2
4ZE2,1
4OZJ,1
2ZQX,1
3FH0,2
3KEO,2
1N6C,1
1VDC,1
5BUK,1
1RLZ,1
4YHB,1
6C12,1
3FMP,1
2O2Z,2
4PCL,1
2XRY,1
4DCA,1
5JRX,1
2V2Z,1
1HI5,1
5IHP,1
5F3R,1
3P4X,1
1EE9,1
4AG5,1
3DBG,1
3OZ2,1
1KRH,1
4CZZ,1
5MVR,1
2YYM,1
3UJ7,1
4OTP,1
2CUL,1
3TM4,1
2Y8Q,1
5ERR,1
4QDJ,1
2HQY,1
4R3L,1
2PO0,1
5NAH,1
2Q8Q,1
2PDR,1
2GQ3,1
1RP4,1
3OWA,2
4IZ5,1
4KXF,1
4WBD,1
2I0K,1
2R79,1
1GSA,1
3MBC,1
3KKJ,2
4DCM,1
1A59,1
3QXY,1
1S20,2
5B50,1
3ZL8,1
3IHT,1
4JLV,1
3HY6,1
4H8P,1
2BAC,1
1PUA,1
6HFV,1
4XE8,1
4GD3,1
2IVF,1
4BLV,1
2CG5,1
5KTC,1
3IHG,1
4TXK,1
5GZA,1
5EGJ,1
1Y81,1
3LD2,1
2H3W,1
3E4W,1
1WE1,1
3GYA,1
2B5O,1
3X0V,1
2VYW,1
4CNK,1
3TLX,1
4PSX,1
4PRX,1
3ZBR,1
1U3G,1
2YUT,1
1TAE,1
2CGJ,1
2V3A,1
1L2O,1
4P7A,1
4GT8,1
3O7W,1
1I58,1
1MJ9,1
3JSA,1
5LKU,1
2CNT,1
5TKR,1
2Y53,2
5JKW,1
3X35,1
2UVQ,1
3FBS,1
3PC4,1
4HNH,1
4YSJ,1
4R29,1
3TD7,1
5K8U,1
4CZL,1
2QE6,1
5Y8M,1
4NL4,1
3OWC,1
1C0L,1
3KS0,1
5L3G,1
3HZL,1
1LCO,1
3D4P,1
2VFC,1
1SBY,1
2YW9,1
3KJG,1
1P5R,1
1SZJ,1
2R7A,1
2E6U,1
1S7L,1
2B3D,1
2AHW,1
1RZU,1
2QZZ,1
3BAZ,1
2DYA,1
2ED4,2
7DFR,1
2GZ3,1
3NK7,1
1B8U,1
3F1K,1
2JGV,1
2E5M,1
3EFV,1
1XVT,1
1OJZ,1
2D29,1
3DSR,1
2IOA,1
2OAL,1
1NDI,1
1DO1,1
1GPE,1
1TEZ,1
2GF3,1
1BQ6,1
1BG0,1
1Q0B,1
1FND,1
3CX5,1
1OJA,1
1W1R,1
2IYQ,1
1WVE,1
1DZ4,1
1SG0,1
19HC,9
1UXY,1
1MV8,1
1UWK,1
2FZB,1
1S69,1
1N5U,1
1AI2,1
1K0I,1
1RX0,1
1C0I,1
1DQS,1
2NW8,1
1CZA,1
2RK1,1
1M9M,1
1Y21,1
2RBT,1
1H16,1
1KAE,1
1T7Q,1
1EE2,1
1D7B,1
2G82,1
